f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Sanket,Nastar,F,615,411-3256,GOODLETTSVILLE,TN,37072,M,Y,60000,0,0,0,0
Ausif,Stavenow,F,405,539-5907,HALLETT,OK,74034,S,N,10000,6.25,1000,0,0
Santosh,Fraysse,M,319,688-9669,HOLY CROSS,IA,52053,S,Y,5000,0.935984,40,0,40
Anthony,Kingston,M,337,752-1285,HOUMA,LA,70364,S,N,50000,6,4500,0,0
Tadanori,Rienhoff,M,202,539-7107,PARCEL RETURN SERVICE,DC,56901,M,Y,35000,9,0,2740,1370
Kyu,Hammerschmidt,M,262,332-5740,HONEY CREEK,WI,53138,M,Y,75000,5.7495394,0,1400,400
Foued,Bedell,F,256,282-7897,PLANTERSVILLE,AL,36758,M,N,65000,5,0,3000,0
Zhibin,Hannebauer,F,701,689-1564,LINTON,ND,58552,S,N,50000,2.3353226,3300,0,0
Akila,Jonker,M,208,672-6206,NOTUS,ID,83656,M,Y,75000,7.8,0,6600,3300
Kev,Walstrom,M,828,928-9864,WOODLEAF,NC,27054,M,N,70000,7.201049,0,6600,0
Rajmohan,Rosenblitt,F,610,553-2721,CHAMBERSBURG,PA,17201,S,Y,40000,3.07,0,0,0
Jarir,Chaudry,M,202,820-5057,WASHINGTON,DC,20437,M,Y,25000,7.875,0,2740,1370
Insup,Urpi,F,563,540-8237,BEVINGTON,IA,50033,M,Y,25000,4.0235424,0,80,40
Girolamo,Kruse,F,304,147-2881,DEEP WATER,WV,25057,M,Y,25000,4.05,0,4000,2000
Maitham,Melville,F,317,351-7585,CRAWFORDSVILLE,IN,47933,M,Y,90000,3.4,0,2000,1000
Nariyasu,Bent,F,405,654-2561,OKLAHOMA CITY,OK,73172,M,Y,65000,6.25,0,2000,1000
Peigen,Ramanna,M,605,720-8010,YANKTON,SD,57078,M,N,75000,0,0,0,0
Sasan,Albicki,M,307,474-7788,ARAPAHOE,WY,82510,S,N,30000,0,0,0,0
Limsson,Edmundson,F,307,794-8461,ALTA,WY,83414,M,Y,45000,0,0,0,0
Subhrajyoti,Biryukov,M,202,423-7032,WASHINGTON,DC,20090,S,Y,25000,7.875,1370,0,1370
Giampio,Winkler,M,469,171-1613,TOW,TX,78672,S,N,70000,0,0,0,0
Shangzhi,Granlund,F,435,330-7335,LAYTON,UT,84041,S,N,70000,7,2475,0,0
Arturo,Dabija,F,505,864-3379,MAXWELL,NM,87728,M,Y,70000,5.3,0,6600,3300
Gunther,Forum,F,618,205-9543,SPRINGFIELD,IL,62757,S,N,5000,3,2000,0,0
Mia,Parfitt,M,678,628-9291,GARFIELD,GA,30425,S,Y,100000,6,2700,0,3000
Mitchel,Syrotiuk,F,972,549-6718,RYE,TX,77369,S,N,80000,0,0,0,0
Xiaoshan,Vesna,M,802,185-1529,FOREST DALE,VT,5745,S,N,85000,4.69624,3300,0,0
Amani,Whiteleather,M,605,111-9192,WANBLEE,SD,57577,M,N,40000,0,0,0,0
Jixiang,Mukund,M,787,668-3719,PONCE,PR,732,M,Y,90000,0,0,0,0
Steffen,Gotz,F,563,787-8462,NEWTON,IA,50208,M,Y,60000,8.98,0,80,40
Lijia,Sipma,M,816,799-2146,COOTER,MO,63839,M,N,90000,6,0,4200,0
Isdor,Green,F,915,209-6271,BROOKELAND,TX,75931,M,N,95000,0,0,0,0
Max,Thanh,F,915,943-3917,SAN ANTONIO,TX,78242,S,N,45000,0,0,0,0
Sasan,Mistelberger,M,567,133-8245,STRUTHERS,OH,44471,S,N,65000,2.7036924,1300,0,0
Basuki,Loveland,M,808,819-8435,HONOLULU,HI,96825,M,N,5000,1.9407895,0,2080,0
Aravind,Talburt,M,202,818-9437,WASHINGTON,DC,20318,S,Y,15000,5.625,1370,0,1370
Eelco,Scheifler,M,803,107-7847,LANCASTER,SC,29720,S,N,95000,7,3300,0,0
Toyohisa,Rummel,F,615,336-4504,DYERSBURG,TN,38025,M,N,55000,0,0,0,0
Hosaker,Straney,M,785,103-9629,LURAY,KS,67649,S,N,45000,6.45,2250,0,0
Shivendra,Loyot,F,573,864-8641,KANSAS CITY,MO,64197,M,N,20000,6,0,4200,0
Charley,Dulong,M,602,188-2826,TUCSON,AZ,85732,S,Y,40000,3.335,2100,0,2300
Mattias,Lenisa,F,337,289-5479,NEW ORLEANS,LA,70115,M,N,90000,6,0,9000,0
Komei,Steinparz,M,303,289-9004,MONTE VISTA,CO,81144,M,N,85000,4.63,0,0,0
Majid,Beaucoudrey,M,605,711-6265,CORSICA,SD,57328,M,N,95000,0,0,0,0
Jianghai,Ulich,F,763,970-1704,ORTONVILLE,MN,56278,M,N,90000,7.85,0,6600,0
Haruhiko,Pampoukis,F,605,871-3648,LESTERVILLE,SD,57040,M,N,10000,0,0,0,0
Lezanne,Aparicio,M,207,238-9163,ELIOT,ME,3903,S,Y,10000,4.5857663,2850,0,2850
Theis,Jaynes,F,207,380-9208,CROUSEVILLE,ME,4738,M,Y,45000,8.5,0,5700,2850
Helene,Saggurti,M,870,319-2033,FAYETTEVILLE,AR,72703,M,Y,25000,6.16338,0,40,20
Goodwin,Govert,F,907,744-7735,JUNEAU,AK,99811,M,N,15000,0,0,0,0
Federico,Obozinski,F,316,514-8536,ELK FALLS,KS,67345,M,Y,25000,5.4666667,0,4500,2250
Maura,Beke,F,256,109-3504,DELTA,AL,36258,S,N,95000,5,1500,0,0
Yongqiao,Bromley,F,229,693-3990,MERSHON,GA,31551,S,Y,65000,6,2700,0,3000
Kenn,Czarnecki,M,864,754-9526,FORT MILL,SC,29707,M,N,80000,7,0,6600,0
Ramo,Georgatos,F,870,523-3568,VIOLET HILL,AR,72584,M,Y,25000,6.16338,0,40,20
Jurjen,Lienard,F,302,212-7046,LEWES,DE,19958,M,N,100000,5.95,0,220,0
Fujie,Bernfeld,F,610,837-5434,HARRISONVILLE,PA,17228,S,N,75000,3.07,0,0,0
Mitchell,Kamiya,M,864,532-2472,BRUNSON,SC,29911,M,Y,25000,7,0,6600,3300
Berardo,Wing,M,703,251-6828,LEBANON,VA,24266,M,N,60000,5.75,0,1800,0
Midori,Ratnaker,F,574,874-4376,VALLONIA,IN,47281,M,N,30000,3.4,0,2000,0
Radia,Riel,F,843,494-2360,BEAUFORT,SC,29904,M,N,40000,7,0,6600,0
Wanghong,Capon,M,620,442-9953,HOLYROOD,KS,67450,S,Y,45000,6.45,2250,0,2250
Hironoby,Potharst,F,315,451-9923,WORCESTER,NY,12197,M,N,30000,4.127439,0,0,0
Martina,Bogliolo,F,508,435-5052,RAYNHAM,MA,2767,M,N,10000,5.3,0,7150,0
Beat,Chuat,M,253,187-9446,INDIANOLA,WA,98342,S,N,75000,0,0,0,0
Soenke,Gurel,F,520,251-8190,TOPOCK,AZ,86436,S,N,90000,4.11,2100,0,0
Wanqing,Babel,M,617,204-3128,CUMMAQUID,MA,2637,M,N,45000,5.3,0,7150,0
Zhaowei,Brainerd,F,757,488-5247,STEPHENSON,VA,22656,S,Y,60000,5.75,900,0,900
Jaffa,Mezei,M,856,721-3219,WOODBURY HEIGHTS,NJ,8097,M,Y,15000,1.4,0,2000,1500
Takuya,Bogomolov,M,603,897-7644,GORHAM,NH,3581,M,Y,90000,0,0,0,0
Wai,Lamsweerde,M,206,441-9491,PASCO,WA,99302,S,Y,85000,0,0,0,0
Latanya,Kroppenstedt,F,802,918-6109,MORRISVILLE,VT,5661,S,Y,15000,3.6,3300,0,3300
Jaques,Zlatea,F,603,279-3836,PIERMONT,NH,3779,S,N,60000,0,0,0,0
Soung,Gersonde,M,810,312-4026,FLINT,MI,48555,S,N,15000,3.9,3100,0,0
Samual,Konuru,F,561,475-4254,ORLANDO,FL,32877,M,N,80000,0,0,0,0
Souji,Biberman,F,423,634-3109,IRON CITY,TN,38463,M,Y,10000,0,0,0,0
Monia,Ulema,M,641,342-4016,DELTA,IA,52550,M,N,50000,7.8829904,0,80,0
Laurentiu,Plesums,M,479,486-4672,SCOTLAND,AR,72141,M,N,30000,7,0,40,0
Upender,Pordesch,F,603,505-5574,EAST HAMPSTEAD,NH,3826,M,Y,60000,0,0,0,0
Peiwei,Goto,F,732,182-9622,DEEPWATER,NJ,8023,S,Y,45000,1.7942708,1000,0,1500
Jiahua,Collberg,F,573,212-5499,SAINT LOUIS,MO,63179,M,N,80000,6,0,4200,0
Siwoo,Iacovou,F,802,860-7241,BRADFORD,VT,5033,M,N,40000,3.800944,0,6600,0
Pavla,Lanfear,F,712,267-6929,DOW CITY,IA,51528,S,N,5000,0.935984,40,0,0
Frederique,N'Dong,F,804,536-7019,WOODFORD,VA,22580,S,N,25000,5.75,900,0,0
Menachem,Mueller,F,541,336-6001,TOLEDO,OR,97391,M,N,35000,9,0,318,0
Enrique,Walston,M,612,908-5290,ADA,MN,56510,S,Y,80000,7.85,3300,0,3300
Arunas,Mascle,F,435,622-3107,EMERY,UT,84522,S,N,25000,7,2475,0,0
Stevo,Gershon,F,862,743-3291,SOUTH BOUND BROOK,NJ,8880,S,N,35000,1.6365625,1000,0,0
Hajin,Dinesh,F,503,956-3098,THURSTON,OR,97482,M,Y,25000,9,0,318,159
Haiseung,Brune,F,406,575-1635,MALMSTROM A F B,MT,59402,M,Y,95000,6.9,0,3800,1900
Habib,Parisotto,F,903,801-4182,LEANDER,TX,78646,S,Y,5000,0,0,0,0
Rahim,Moudgal,M,307,292-3985,LOST SPRINGS,WY,82224,S,Y,55000,0,0,0,0
Xiaobo,Nierstrasz,F,939,137-7950,GURABO,PR,778,M,Y,45000,0,0,0,0
Guenter,Hiyoshi,M,918,273-6853,ARDMORE,OK,73454,M,Y,30000,6.25,0,2000,1000
Nate,Randt,M,623,726-4072,TEMPE,AZ,85287,S,N,45000,3.4125,2100,0,0
Anatole,Zargham,M,701,336-3743,FARGO,ND,58104,S,N,5000,2.1,3300,0,0
Theirry,Baezner,F,808,159-4242,HONOLULU,HI,96815,M,N,15000,3.743421,0,2080,0
Lora,Goodby,M,262,433-8037,MONTICELLO,WI,53570,M,N,5000,4.6,0,1400,0
Somesh,Tsigas,M,304,553-1160,MOUNT ZION,WV,26151,M,N,10000,3,0,4000,0
Mirek,Darche,F,808,367-5723,KAAAWA,HI,96730,S,N,100000,8.25,1040,0,0
Jaana,Dussud,M,308,661-9696,SARONVILLE,NE,68975,S,Y,80000,6.84,103,0,103
Takayuli,Loffredo,F,754,611-7717,ORLANDO,FL,32877,M,N,95000,0,0,0,0
Iasson,Castro,F,505,430-3356,OJO CALIENTE,NM,87549,S,N,35000,5.3,3300,0,0
Muhsen,Moshell,F,207,591-3463,ANSON,ME,4911,M,N,95000,8.5,0,5700,0
Hany,Gaposchkin,F,406,883-7928,BOZEMAN,MT,59715,M,N,65000,6.9,0,3800,0
Barbel,Pescio,F,970,891-3316,STRASBURG,CO,80136,S,Y,35000,4.63,0,0,0
Betti,Merey,M,502,615-9918,FALMOUTH,KY,41040,S,Y,20000,2.9444444,20,0,20
Shimeng,Litzler,F,754,351-1083,MIAMI,FL,33157,M,N,40000,0,0,0,0
Geunbae,Heinen,M,316,707-8612,OVERLAND PARK,KS,66214,S,N,5000,3.5,2250,0,0
Kalique,Cucka,M,786,927-1875,TAMPA,FL,33689,S,N,25000,0,0,0,0
Adelheit,Large,F,435,439-6604,KINGSTON,UT,84743,S,N,70000,7,2475,0,0
Soowon,Mackie,F,715,674-5953,PORT EDWARDS,WI,54469,M,N,90000,6.010166,0,1400,0
Jawed,Gajiwala,M,319,139-1889,GILBERTVILLE,IA,50634,M,Y,100000,8.98,0,80,40
Henny,Duc,F,701,546-6331,WATFORD CITY,ND,58854,M,N,80000,2.68309,0,6600,0
Fatimah,Schach,M,941,874-9363,FORT LAUDERDALE,FL,33306,S,N,55000,0,0,0,0
Ryutaro,Grabner,M,804,525-2590,MIDDLEBURG,VA,20118,M,Y,35000,5.75,0,1800,900
Greg,Anstee,M,601,565-3297,TOUGALOO,MS,39174,M,N,10000,5,0,12000,0
Bogdan,Nyrup,F,231,933-7174,DETROIT,MI,48269,S,N,40000,3.9,3100,0,0
Ezra,Noel,M,515,280-1899,MARSHALLTOWN,IA,50158,M,Y,40000,6.339211,0,80,40
Marla,Farre,M,715,881-5758,COUDERAY,WI,54828,M,N,30000,4.967658,0,1400,0
Wubin,Wooldridge,M,617,546-3131,EAST DENNIS,MA,2641,M,Y,60000,5.3,0,7150,1000
Subhrajit,Radecka,M,787,967-3336,BAYAMON,PR,958,S,N,45000,0,0,0,0
Anzhelika,Carro,M,802,747-1661,MIDDLETOWN SPRINGS,VT,5757,M,N,40000,3.800944,0,6600,0
Fatimah,Engelmann,M,402,450-8729,SNYDER,NE,68664,M,Y,50000,6.84,0,206,103
Krishnamurthy,Sollins,F,603,585-2452,BARNSTEAD,NH,3218,M,N,50000,0,0,0,0
Vaggelis,Calway,M,270,697-7545,SONORA,KY,42776,M,N,70000,5.7222223,0,40,0
Laird,Kwankam,M,803,802-8880,OLAR,SC,29843,M,N,70000,7,0,6600,0
Aime,Collatz,F,720,324-1708,BASALT,CO,81621,S,N,35000,4.63,0,0,0
Vivan,Rensink,M,907,882-4783,ANIAK,AK,99557,M,N,70000,0,0,0,0
Sanket,Emmes,F,678,890-8533,BOWERSVILLE,GA,30516,M,N,90000,6,0,5400,0
Erann,Pezzoli,M,269,354-3871,ROSE CITY,MI,48654,S,Y,85000,3.9,3100,0,3100
Sanford,Raja,F,218,446-8624,SAINT PAUL,MN,55161,M,N,90000,7.85,0,6600,0
Adi,Simhi,F,641,584-8409,SUTHERLAND,IA,51058,M,N,70000,8.98,0,80,0
Seong,Moehrke,M,702,226-5501,GERLACH,NV,89412,M,N,60000,0,0,0,0
Vhris,Ginneken,F,503,656-2443,WALDPORT,OR,97394,S,Y,50000,9,159,0,159
Subhashish,Canepa,M,580,704-1423,EDMOND,OK,73013,S,Y,30000,6.25,1000,0,1000
Kehsiung,Mihalisin,F,430,678-4021,DANEVANG,TX,77432,S,N,20000,0,0,0,0
Dingchao,Nacht,F,646,803-3578,RED HOOK,NY,12571,M,N,65000,4.330183,0,0,0
Gayle,Halpenny,F,985,771-5596,POLLOCK,LA,71467,S,Y,10000,2,4500,0,1000
Bud,Reggio,F,662,596-2106,OXFORD,MS,38655,M,Y,55000,5,0,12000,1500
Osten,McDonnell,M,720,128-1502,FOUNTAIN,CO,80817,S,Y,25000,4.63,0,0,0
Sethuraman,Kakkad,F,716,530-7059,ROCHESTER,NY,14652,M,Y,10000,4.011585,0,0,1000
Tsunetoshi,Gyorkos,M,505,679-7769,CORONA,NM,88318,S,N,45000,5.3,3300,0,0
Apostolos,Barachini,M,503,769-5020,GRANTS PASS,OR,97528,M,N,25000,9,0,318,0
Lim,Manegold,F,308,537-8321,OFFUTT A F B,NE,68113,S,Y,30000,6.84,103,0,103
Doug,Bodik,F,701,821-2283,HANKINSON,ND,58041,M,N,70000,2.5671675,0,6600,0
Morison,Garnham,F,413,744-4987,WEST CHATHAM,MA,2669,M,Y,70000,5.3,0,7150,1000
Tomoki,Cheriyan,M,928,382-6978,LAKE HAVASU CITY,AZ,86403,S,Y,25000,3.1025,2100,0,2300
Susheel,Sekhar,F,570,494-6310,EXTON,PA,19341,M,Y,40000,3.07,0,0,0
Clovis,Getis,M,954,362-7569,LAKELAND,FL,33801,M,Y,95000,0,0,0,0
Wuudiann,Koshimizu,F,603,926-1656,PORTSMOUTH,NH,3801,S,N,75000,0,0,0,0
Taisook,Waheed,M,701,391-6909,BALTA,ND,58313,M,Y,5000,2.1,0,6600,3300
Kishore,Hooley,F,954,497-4997,JACKSONVILLE,FL,32235,S,Y,90000,0,0,0,0
Yukiko,Spinney,M,937,898-5084,NEW MIDDLETOWN,OH,44442,S,N,40000,1.8738205,1300,0,0
Siwoo,Gunther,F,573,938-4363,KANSAS CITY,MO,64112,S,N,5000,3.75,2100,0,0
Veronique,Stevens,F,224,143-3002,FARMERSVILLE,IL,62533,M,N,60000,3,0,4000,0
Wanjiun,Beecroft,M,207,262-2423,AUGUSTA,ME,4336,M,Y,55000,8.5,0,5700,2850
Kamakshi,Huxford,F,505,836-3868,THOREAU,NM,87323,M,Y,20000,5.3,0,6600,3300
Zhiwei,Blus,F,802,703-7587,BROWNSVILLE,VT,5037,S,N,95000,4.8951945,3300,0,0
Qiuhui,Reischert,F,615,814-5763,CARYVILLE,TN,37714,S,Y,75000,0,0,0,0
Gregoria,Dussa,F,573,818-5131,TRELOAR,MO,63378,S,Y,70000,6,2100,0,1200
Slawomir,Dave,M,402,386-4938,NEMAHA,NE,68414,S,N,65000,6.84,103,0,0
Wenwey,Hendren,F,763,658-5563,CHANDLER,MN,56122,S,N,25000,5.5895944,3300,0,0
Anindya,Timkovsky,F,808,496-4830,LAHAINA,HI,96767,M,N,95000,8.25,0,2080,0
Kozi,Murthy,F,716,809-9975,NEW YORK,NY,10131,M,Y,30000,4.127439,0,0,1000
Lai,Anderaa,M,775,930-8677,HENDERSON,NV,89009,S,Y,55000,0,0,0,0
Nariankadu,Altepeter,M,703,888-4713,MC LEAN,VA,22107,S,N,100000,5.75,900,0,0
Jinhui,Masaki,F,812,945-7739,LAOTTO,IN,46763,M,N,10000,3.4,0,2000,0
Abdelmalek,Llorente,F,401,884-1334,CUMBERLAND,RI,2864,M,N,15000,0,0,0,0
Hidetaka,Bhaskar,F,281,611-6605,HOUSTON,TX,77065,S,Y,65000,0,0,0,0
Agneta,Prunet,F,347,735-8406,PALENVILLE,NY,12463,M,Y,40000,4.1853657,0,0,1000
Naren,Mitsuhashi,M,207,535-9227,SEBAGO LAKE,ME,4075,M,Y,5000,2.2135036,0,5700,2850
Dhananjay,Klosgen,F,415,874-6016,STOCKTON,CA,95211,S,Y,60000,9.3,87,0,272
Yolla,Kluners,F,602,917-1840,QUARTZSITE,AZ,85346,S,Y,30000,3.1799998,2100,0,2300
Gerbert,Antognini,M,878,953-4975,ORBISONIA,PA,17243,M,N,75000,3.07,0,0,0
Anatoly,Naslund,M,303,418-3124,TRINIDAD,CO,81082,S,N,20000,4.63,0,0,0
Pierangelo,Kirtane,F,603,137-6960,CONCORD,NH,3305,S,N,65000,0,0,0,0
Kurtis,Kunkdelmann,F,307,662-3328,TEN SLEEP,WY,82442,S,Y,30000,0,0,0,0
Hayden,Reinsch,F,641,924-5118,DES MOINES,IA,50330,S,Y,85000,8.98,40,0,40
Srdjan,Rinn,M,304,832-3218,MARTINSBURG,WV,25402,M,Y,35000,4.75,0,4000,2000
Stefaan,Zongker,F,307,648-7820,ROBERTSON,WY,82944,M,Y,75000,0,0,0,0
Fraser,Junet,M,212,703-4843,AUBURN,NY,13022,S,Y,30000,4.127439,0,0,1000
Mor,Ryslinkova,F,434,319-6445,SUFFOLK,VA,23435,M,Y,60000,5.75,0,1800,900
Mehryar,Burstall,M,801,271-9272,SALT LAKE CITY,UT,84124,S,Y,45000,7,2475,0,2475
Nevzat,Bodor,F,231,293-2206,CERESCO,MI,49033,M,Y,25000,3.9,0,6200,3100
Haechull,Rivett,M,817,691-5209,AMHERST,TX,79312,S,Y,15000,0,0,0,0
Aurelio,Rajman,M,605,475-9287,ARLINGTON,SD,57212,S,Y,5000,0,0,0,0
Dirk,Yagati,F,870,846-4056,ADONA,AR,72001,S,Y,85000,7,20,0,20
Sanjai,Wild,F,605,830-2743,DAVIS,SD,57021,M,N,50000,0,0,0,0
Yoni,Kaka,F,907,792-1730,ANCHORAGE,AK,99514,S,Y,45000,0,0,0,0
Nael,Giraffa,F,907,114-3034,WARD COVE,AK,99928,S,N,15000,0,0,0,0
Hidenori,Greenaway,M,415,188-6478,SANTA BARBARA,CA,93190,S,Y,20000,4.2297716,87,0,272
Xiaofei,Verelst,M,606,489-6103,FRANKFORT,KY,40620,M,N,5000,2.1111112,0,40,0
Naotaka,Turakainen,M,307,880-2225,BOSLER,WY,82051,M,Y,95000,0,0,0,0
Shinji,Yabe,F,202,774-3281,WASHINGTON,DC,20409,M,N,5000,4.5,0,2740,0
Carver,Murtagh,M,770,324-2413,WOODSTOCK,GA,30189,M,N,90000,6,0,5400,0
Zahidul,Giarratana,M,208,466-9258,NAMPA,ID,83686,S,N,90000,7.8,3300,0,0
Hayato,Boffa,F,605,436-3335,HOWES,SD,57748,S,Y,85000,0,0,0,0
Asaf,Rosenquist,M,862,749-5937,PLAINFIELD,NJ,7060,S,N,35000,1.6365625,1000,0,0
Kayoko,Neidhardt,F,207,994-4386,ANSON,ME,4911,S,Y,55000,8.5,2850,0,2850
Hitomi,Mournier,F,641,573-5289,PIERSON,IA,51048,S,Y,35000,5.567322,40,0,40
Kendra,Fortenbach,F,208,542-5265,BOISE,ID,83726,M,Y,30000,7.8,0,6600,3300
Sreenivas,Monnier,F,406,866-9437,DELL,MT,59724,S,Y,100000,6.9,1900,0,1900
Zengping,Meyke,F,206,590-3865,GIG HARBOR,WA,98332,S,N,20000,0,0,0,0
Brajesh,Rosca,F,757,524-9866,BURR HILL,VA,22433,S,N,55000,5.75,900,0,0
Michi,Chinen,F,281,626-6004,BEAUMONT,TX,77726,S,N,45000,0,0,0,0
Yukiyoshi,Schallart,M,605,591-1380,ELLSWORTH AFB,SD,57706,M,Y,35000,0,0,0,0
Alyn,Holthofer,M,813,954-4649,PALM BAY,FL,32909,M,Y,70000,0,0,0,0
Boguslaw,Woelk,M,760,363-5879,SAN LUCAS,CA,93954,M,Y,85000,9.3,0,174,272
Luddy,Katzenelson,M,702,212-5349,NORTH LAS VEGAS,NV,89085,M,Y,15000,0,0,0,0
Vempala,Rinn,M,907,245-2836,AKIAK,AK,99552,S,Y,85000,0,0,0,0
Fumitake,Guerreiro,F,515,123-1305,SHENANDOAH,IA,51601,M,Y,15000,2.479763,0,80,40
Galina,Binh,M,808,666-8284,LAIE,HI,96762,M,Y,80000,8.25,0,2080,1040
Senol,Munke,M,409,384-3567,HENDERSON,TX,75653,S,N,85000,0,0,0,0
Supriya,Amendola,M,360,490-6211,BRIDGEPORT,WA,98813,S,Y,10000,0,0,0,0
Melvin,Parris,M,862,174-6947,MICKLETON,NJ,8056,M,N,75000,2.267396,0,2000,0
Hemant,Luce,F,641,276-8555,NEW ALBIN,IA,52160,M,N,55000,8.65488,0,80,0
Akeel,Stabell,M,832,610-5898,DALLAS,TX,75395,M,N,55000,0,0,0,0
Huaiyuan,Creech,M,505,923-5965,GLADSTONE,NM,88422,M,N,75000,5.3,0,6600,0
Evert,Boulier,M,307,874-6635,PARKMAN,WY,82838,S,Y,25000,0,0,0,0
Siddharthan,Stafylopatis,F,641,112-2455,MYSTIC,IA,52574,M,N,5000,0.935984,0,80,0
Ryuji,Torquati,F,308,250-5901,PAGE,NE,68766,S,Y,95000,6.84,103,0,103
Ilham,Maleki,F,502,460-8960,LEXINGTON,KY,40510,M,N,55000,4.888889,0,40,0
Daya,Klaeren,F,419,205-5534,BUCYRUS,OH,44820,S,Y,75000,3.0356412,1300,0,1300
Kate,Daskalakis,M,304,277-5110,CALDWELL,WV,24925,M,N,35000,4.75,0,4000,0
Kai,Szygenda,F,801,353-8461,DUGWAY,UT,84022,S,Y,75000,7,2475,0,2475
Hardeep,Milgram,M,812,420-7989,DUBOIS,IN,47527,S,Y,80000,3.4,1000,0,1000
Jerome,Nordahl,M,808,310-9093,HONOLULU,HI,96835,M,N,85000,8.25,0,2080,0
Radhika,Ablaeyv,F,843,406-8383,LITTLE RIVER,SC,29566,M,N,45000,7,0,6600,0
Padraig,Voisard,F,939,503-1255,RIO GRANDE,PR,745,M,Y,60000,0,0,0,0
Zhongxiu,Tait,M,561,828-7379,ORANGE CITY,FL,32774,S,Y,35000,0,0,0,0
YunLong,Namjoshi,M,802,256-3241,BRANDON,VT,5733,M,N,65000,4.298331,0,6600,0
Sooyong,Gryl,F,937,741-3401,TROY,OH,45373,M,N,35000,1.7078462,0,2600,0
Wray,Wettschereck,M,202,277-1955,WASHINGTON,DC,20572,M,Y,50000,9,0,2740,1370
Rudy,Hoang,F,978,557-3979,GILBERTVILLE,MA,1031,M,Y,75000,5.3,0,7150,1000
Lanju,Maybank,F,423,931-4589,JOHNSON CITY,TN,37615,S,Y,50000,0,0,0,0
Svante,Koshiba,M,857,172-6687,LEOMINSTER,MA,1453,S,N,70000,5.3,3575,0,0
Sudhanshu,Dickmanns,M,573,554-4022,O FALLON,MO,63368,M,N,80000,6,0,4200,0
Denis,Leitner,F,802,206-2485,EAST SAINT JOHNSBURY,VT,5838,M,N,95000,4.8951945,0,6600,0
Alla,Lavrac,F,440,976-8146,YORKSHIRE,OH,45388,M,N,80000,3.2016153,0,2600,0
Hyeokman,Santucci,F,302,803-7320,OCEAN VIEW,DE,19970,M,N,85000,5.95,0,220,0
Tein,Colnari,F,406,201-8641,HOBSON,MT,59452,M,Y,50000,6.9,0,3800,1900
Yuliang,Keustermans,F,620,972-9294,BARNARD,KS,67418,S,Y,15000,3.5,2250,0,2250
Marian,Farrell,M,605,731-1934,LENNOX,SD,57039,M,N,10000,0,0,0,0
Luigi,Zueger,M,281,386-9515,EL PASO,TX,88533,S,Y,75000,0,0,0,0
Tamio,Leite,M,603,125-6115,WEST SWANZEY,NH,3469,M,N,70000,0,0,0,0
Yadran,Zimowski,F,307,720-8301,CHEYENNE,WY,82008,S,Y,95000,0,0,0,0
